CompanyId,ShareClassId,Symbol,ExchangeId,CurrencyId,Valoren,CUSIP,ISIN,IPODate,IsDepositaryReceipt,DepositaryReceiptRatio,SecurityType,ShareClassDescription,ShareClassStatus,IsPrimaryShare,IsDividendReinvest,IsDirectInvest,InvestmentId,IPOOfferPrice,DelistingDate,DelistingReason,MIC,CommonShareSubType,IPOOfferPriceRange,ExchangeSubMarketGlobalId,ConversionRatio,ActiveOrDelisted
0C0000077C,0P00006XWF,CAT,ASX,AUD,,,,1997-07-15,1,1.000000000,ST00000001,,D,0,,,F0000001IH,,2013-09-09,Other events,XASX,,,,1.000000000,Delisted
0C000007B5,0P00007ZLJ,CXS,ASX,AUD,,,AU000000CXS3,1986-07-10,0,,ST00000001,,D,0,,,E0AUS0033W,,2011-07-22,Acquired,XASX,,,,1.000000000,Delisted
0C000007DG,0P0000NO38,EAU,ASX,AUD,,,AU000000EAU3,2009-12-07,1,1.000000000,ST00000001,DR,D,0,,,F00000H1U9,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C0000083X,0P00006WNM,LGL,ASX,AUD,,,PG0008974597,1995-10-09,0,,ST00000001,,D,0,,,E0AUS00HUI,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000848,0P0000ZJG1,MIH,ASX,AUD,,,AU000000MIH6,2013-09-13,1,10.000000000,ST00000001,CDR,D,0,,,F00000QF7V,,2023-08-25,Other events,XASX,,,,1.000000000,Delisted
0C0000085C,0P00006Y28,LOK,ASX,AUD,,,AU000000LOK0,2000-02-25,1,1.000000000,ST00000001,ADR,D,0,,,F0000001BB,,2011-01-27,Other events,XASX,,,,1.000000000,Delisted
0C0000086U,0P00006Y2E,MGN,ASX,AUD,,,AU000000MGN8,2006-04-28,1,1.000000000,ST00000001,DR,D,0,,,F0000001B5,,2013-04-02,Other events,XASX,,,,1.000000000,Delisted
0C000008CX,0P00006WP7,MST,ASX,AUD,,,AU000000MST0,1999-07-08,0,,ST00000001,,D,0,0,,E0AUS01KGX,,2013-09-23,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P0000RTED,NABHA,ASX,AUD,,,AU0000NABHA7,2013-03-06,0,,ST00000002,Hybrid Securities,D,0,,,F00000LJGB,,2024-01-19,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P0000Y6EH,NABPA,ASX,AUD,,,AU0000NABPA0,2013-03-21,0,,ST00000002,Pref Registered Shs 2013-Without Fixed Maturity Mandatory Conv. on 22.3.21,D,0,,,F00000PM0V,,2019-03-28,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P00011JBP,NABPB,ASX,AUD,,,AU0000NABPB8,2013-12-18,0,,ST00000002,Pref. Shs 2013-Without Fixed Maturity Man.Conv.on 19.12.22,D,0,,,F00000S99P,,2021-07-15,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P000165SA,NABPC,ASX,AUD,,,AU0000NABPC6,2015-03-23,0,,ST00000002,(no min.) Notes 2015-Without fixed Maturity Usec. Man Conv on 23.3.22,D,0,,,F00000VWJP,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P00018CQY,NABPD,ASX,AUD,,,AU0000NABPD4,2016-07-08,0,,ST00000002,(no min.) Notes 2016-Without fixed Maturity Usec. Man Conv on 08.07.24,D,0,,,F00000XHX7,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000008JD,0P0001A06U,NABPE,ASX,AUD,,,AU0000NABPE2,2017-03-21,0,,ST00000002,,D,0,,,F00000YPQQ,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000008LP,0P00006WTZ,TDL,ASX,AUD,,,AU000000TDL4,1995-12-22,0,,ST00000001,,D,0,0,,E0AUS00W49,,2021-09-08,Other events,XASX,,,,1.000000000,Delisted
0C000008MX,0P0000G0FM,PVA,ASX,AUD,,,AU000000PVA7,,1,1.000000000,ST00000001,DR,D,0,0,,F000001X0Y,,2019-11-12,Other events,XASX,,,,1.000000000,Delisted
0C000008T7,0P00006WVH,RIN,ASX,AUD,,,AU000000RIN3,2003-03-31,0,,ST00000001,,D,1,,,E0AUS01QT3,,2012-04-01,Other events,XASX,,,,1.000000000,Delisted
0C0000091N,0P0001K6Y5,SSR,ASX,AUD,,,AU0000091407,2020-09-17,1,1.000000000,ST00000001,Chess Depository Interest,D,0,,,F000015D3C,,2025-04-08,Other events,XASX,,,,1.000000000,Delisted
0C000009BT,0P00006XU1,AAI,ASX,AUD,,,AU000000AAI6,2000-08-16,1,1.000000000,ST00000001,,D,0,0,,F0000001FS,,2016-10-17,Other events,XASX,,,,1.000000000,Delisted
0C000009E2,0P00006W86,AXG,ASX,AUD,,,,1992-11-05,0,,ST00000001,,D,0,,,E0USA00BFU,,2008-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000009E4,0P00006W87,AWC,ASX,AUD,,,AU000000AWC3,1961-10-31,0,,ST00000001,,D,0,1,,E0AUS00F10,,2024-08-06,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P0000RTEO,WBCPA,ASX,AUD,,,AU0000WBCPA7,2012-11-22,0,,ST000000A1,,D,0,,,F00000LJGM,,2013-09-27,Other events,XASX,,,,,Delisted
0C000009NT,0P0000RTEP,WBCPB,ASX,AUD,,,AU0000WBCPB5,2009-03-30,0,,ST000000A1,Stapled Security 2009-30.9.14 Variable Rate on a Pref Shs Reg-S,D,0,,,F00000LJGN,,2014-09-30,Privatization,XASX,,,,,Delisted
0C000009NT,0P0000VTIZ,WBCPC,ASX,AUD,,,AU0000WBCPC3,2012-03-26,0,,ST00000002,Conv.Pref.Shs 2012- Without Fixed Maturity Floating rate,D,0,,,F00000O2H9,,2018-04-04,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P0000Y6EI,WBCPD,ASX,AUD,,,AU0000WBCPD1,2013-03-12,0,,ST00000002,(no min.) Notes 2013-Without Fixed Maturity Conv.Floating Rate Unsec.Subord.,D,0,,,F00000PM0W,,2020-01-16,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P0000Z5I4,WBCHB,ASX,AUD,,,AU0000WBCHB2,2013-08-23,0,,ST00000002,Hybrid Securities,D,0,,,F00000Q6BI,,2018-08-27,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P00013W1R,WBCPE,ASX,AUD,,,AU0000WBCPE9,2014-06-24,0,,ST00000002,(no min.) Capital Notes 2014-Without Fixed Mat. Floating Rate Conv.Unsec.Subord.,D,0,,,F00000U3IO,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P00017P6U,WBCPF,ASX,AUD,,,AU0000WBCPF6,2015-09-09,0,,ST00000002,Hybrid Securities,D,0,,,F00000X19U,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C000009NT,0P00018CQX,WBCPG,ASX,AUD,,,AU0000WBCPG4,2016-07-01,0,,ST00000002,(no min.) Capital Notes 2016-Without Fixed Maturity Floating Rate Conv.,D,0,,,F00000XHX6,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C00000AC6,0P00006XU9,AGG,ASX,AUD,,,AU000000AGG7,1999-11-16,1,0.200000000,ST00000001,CHESS Units for Foreign Securities Representing 0.2 ord.shs,D,0,0,,F0000001EP,,2023-08-17,Other events,XASX,Foreign Share,,,1.000000000,Delisted
0C00000AHY,0P00007XWC,APX,NZE,NZD,,,,2004-01-05,0,,ST00000001,,D,1,0,,E0CAN00THN,,2012-04-05,Other events,XNZE,,,,1.000000000,Delisted
0C00000AHZ,0P0000D453,ANZPA,ASX,AUD,,,AU0000ANZPA9,2009-12-18,0,,ST00000002,,D,0,,,F000001PDC,,2016-12-19,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P0000RTDR,ANZPB,ASX,AUD,,,AU0000ANZPB7,2008-10-01,0,,ST00000002,Regd.Conv.Pref.Shs 2008-16.6.14 VRN comprising of a Pref Shs Reg-S,D,0,,,F00000LJFP,,2015-08-10,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P0000UA0R,ANZPC,ASX,AUD,,,AU0000ANZPC5,2011-09-29,0,,ST00000002,Conv Pref Registered Shs 2011-Without fixed maturity,D,0,,,F00000N3VX,,2018-11-06,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P0000Z8AT,ANZPD,ASX,AUD,,,AU0000ANZPD3,2013-08-08,0,,ST00000002,Hybrid Securities,D,0,,,F00000Q8HK,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P00012OLF,ANZPE,ASX,AUD,,,AU0000ANZPE1,2014-04-01,0,,ST00000002,Hybrid Securities,D,0,,,F00000T5AM,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P000165S9,ANZPF,ASX,AUD,,,AU0000ANZPF8,2015-03-06,0,,ST00000002,(no min.) Capital Notes 2015-24.3.25 Floating Rate Man.Conv.Unsec.Subord,D,0,,,F00000VWJO,,2024-01-31,Other events,XASX,,,,1.000000000,Delisted
0C00000AHZ,0P0001Q9NM,ANZDA,ASX,AUD,,,AU0000261372,2022-12-21,0,,ST00000001,,D,0,,,F00001EVRN,,2023-01-04,Other events,XASX,,,,,Delisted
0C00000AHZ,0P0001QDBX,AN3PF,ASX,AUD,,,AU0000261380,1969-09-30,0,,ST00000002,Hybrid security,D,0,,,F00001EYW0,,2023-05-03,Other events,XASX,,,,,Delisted
0C00000ALE,0P00006XWZ,CHB,ASX,AUD,,,AU000000CHB2,2000-09-01,1,1.000000000,ST00000001,,D,0,,,F0000001L5,,2018-05-04,Other events,XASX,Foreign Share,,,1.000000000,Delisted
0C00000ALG,0P0000A1JX,CXC,ASX,AUD,,,AU000000CXC7,2007-12-12,1,1.000000000,ST00000001,DR,D,0,,,F000000OAQ,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000APV,0P00006XXC,CBR,ASX,AUD,,,AU000000CBR1,2003-04-07,1,1.000000000,ST00000001,,D,0,,,F0000001KS,,2013-07-09,Other events,XASX,,,,1.000000000,Delisted
0C00000B0N,0P00006XXU,DRD,ASX,AUD,,,AU000000DRD5,1999-05-27,0,,ST00000001,,D,0,,,F0000001J5,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000B74,0P00006Y0I,HAN,ASX,AUD,,,AU000000HAN1,2003-10-17,1,1.000000000,ST00000001,DR,D,0,,,F0000001CX,,2012-04-01,Other events,XASX,,,,1.000000000,Delisted
0C00000BDG,0P00006Y0U,IGD,ASX,AUD,,,AU000000IGD7,2006-03-15,1,1.000000000,ST00000001,DR,D,0,,,F0000001CL,,2011-01-27,Other events,XASX,,,,1.000000000,Delisted
0C00000BK1,0P00006WM3,IOC,ASX,AUD,,,AU000000IOC3,2000-08-10,1,1.000000000,ST00000001,DR,D,0,,,E0AUS01CVY,,2013-09-09,Other events,XASX,,,,1.000000000,Delisted
0C00000BLP,0P00017VGO,INM,ASX,AUD,,,AU000000INM4,2016-04-22,1,1.000000000,ST00000001,DR,D,0,0,,F00000X4TT,,2019-11-11,Other events,XASX,,,,1.000000000,Delisted
0C00000BTL,0P00006Y3Z,NEM,ASX,AUD,,,AU000000NEM3,2002-02-25,1,1.000000000,ST00000001,CHESS Depository Interests on a ratio of 10 CDIs per common share,D,0,,,F00000018W,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000BTR,0P00006WQR,FOX,ASX,AUD,,,AU000000FOX5,1979-12-14,1,1.000000000,ST00000001,DR,D,0,0,,E0AUS00AKM,,2016-04-15,Other events,XASX,,,,1.000000000,Delisted
0C00000BTR,0P0000B8K0,FOXLV,ASX,AUD,,,AU0000FOXLV6,,1,1.000000000,ST00000001,DR,D,0,0,,E0AUS04BK0,,2014-06-16,Other events,XASX,,,,1.000000000,Delisted
0C00000BWT,0P00006WR6,KZA,ASX,AUD,,,AU000000KZA9,1994-09-01,0,,ST00000001,,D,0,0,,E0AUS00V6E,,2023-11-15,Other events,XASX,,,,1.000000000,Delisted
0C00000C9G,0P00006Y59,PDG,ASX,AUD,,,AU000000PDG2,1997-08-14,0,,ST00000001,,D,0,,,F00000016X,,2014-09-25,Acquired,XASX,,,,1.000000000,Delisted
0C00000CL7,0P0000CD3D,TLS,NZE,NZD,,,AU000000TLS2,1997-11-17,0,,ST00000001,,D,0,,,E0AUS00YVX,,2021-06-22,Other events,XNZE,,,,1.000000000,Delisted
0C00000CVV,0P00016Z9H,WWR,ASX,AUD,,,AU000000WWR5,2015-11-10,1,1.000000000,ST00000001,ADR,D,0,,,F00000WIDK,,2017-10-23,Other events,XASX,,,,1.000000000,Delisted
0C00000D3Q,0P00006WBM,BLD,ASX,AUD,,,AU000000BLD2,2000-02-21,0,,ST00000001,,D,0,1,,E0AUS0160T,,2024-07-09,Other events,XASX,,,,1.000000000,Delisted
0C00000D6H,0P00006WDX,CVI,ASX,AUD,,,AU000000CVI8,1987-10-28,0,,ST00000001,,D,0,,,E0AUS00WDX,,2012-06-06,Dissolution of Company,XASX,,,,1.000000000,Delisted
0C00000D6N,0P00006WE8,CCL,ASX,AUD,,,AU000000CCL2,1970-01-01,0,,ST00000001,,D,0,1,,E0AUS004UR,,2021-05-12,Other events,XASX,,,,1.000000000,Delisted
0C00000DPK,0P00006WT4,PSA,ASX,AUD,,,AU000000PSA3,1980-12-01,0,,ST00000001,,D,1,0,,E0AUS00L09,,2022-04-04,Other events,XASX,,,,1.000000000,Delisted
0C00000DUZ,0P00006WXK,LRC,ASX,AUD,,,AU000000LRC0,1968-05-16,0,,ST00000001,,D,1,,,E0AUS00D72,,2014-09-25,Acquired,XASX,,,,1.000000000,Delisted
0C00000DV8,0P00013VSR,AGB,ASX,AUD,,,AU000000AGB8,2014-08-08,0,,ST00000001,DR,D,0,,,F00000U3AC,,2015-03-05,Other events,XASX,,,,1.000000000,Delisted
0C00000EBQ,0P00007XU5,GLL,NZE,NZD,,,,1985-11-14,0,,ST00000001,,D,0,0,,E0NZL003XZ,,2021-06-14,Other events,XNZE,,,,1.000000000,Delisted
0C00000ENY,0P00006XX4,DIG,ASX,AUD,,,AU000000DIG7,1985-11-01,0,,ST00000001,,D,0,0,,E0AUS0155P,,2019-02-04,Other events,XASX,,,,1.000000000,Delisted
0C00000F0R,0P0000BWKU,EVF,NZE,NZD,,,NZEVFE0001S2,,0,,ST00000001,,D,1,,,E0NZL00NLB,,2012-04-11,Other events,XNZE,,,,1.000000000,Delisted
0C00000F2O,0P0000CJ3E,FDR,ASX,AUD,,,AU000000FDR0,,0,,ST00000001,,D,0,,,F000000XE5,,2012-04-01,Other events,XASX,,,,1.000000000,Delisted
0C00000F8I,0P0001D1ZY,GOD,ASX,AUD,,,,1983-04-06,0,,ST00000001,,D,0,,,E0AUS00DVS,,2003-07-18,Other events,XASX,,,,,Delisted
0C00000FCB,0P00011OBT,SVA,ASX,AUD,,,AU000000SVA1,2014-02-20,1,0.500000000,ST00000001,CDR,D,0,0,,F00000SDIY,,2021-02-23,Other events,XASX,,,,1.000000000,Delisted
0C00000FHZ,0P0000DDUU,INP,NZE,NZD,,,IE00B59HWB19,1996-11-11,0,,ST00000001,,D,0,0,,E0IRL000C5,,2019-12-03,Other events,XNZE,,,,1.000000000,Delisted
0C00000FRI,0P0001MY13,LIOO,ASX,AUD,,,AU0000163446,2021-07-14,0,,ST00000008,Warrants (12/07/2023),D,0,,,F00001AQQD,,2023-07-05,Other events,XASX,,,,,Delisted
0C00000FRI,0P0001OBOX,LIOOA,ASX,AUD,,,AU0000204653,2022-01-20,0,,ST00000008,Warrants (19/07/2024),D,0,,,F00001DDGL,,2024-07-15,Other events,XASX,,,,,Delisted
0C00000G2A,0P0001D236,NWL$,ASX,AUD,,,,1987-04-21,0,,ST00000001,,D,0,,,E0AUS00MSI,,2003-09-01,Other events,XASX,,,,,Delisted
0C00000G4T,0P00006Y4A,NER,ASX,AUD,,,AU000000NER2,1987-04-30,0,,ST00000001,,D,1,0,,E0AUS0145J,,2013-09-02,Acquired,XASX,,,,1.000000000,Delisted
0C00000G7K,0P00006WSC,PMH,ASX,AUD,,,AU000000PMH1,1995-08-23,0,,ST00000001,,D,1,,,E0AUS04FUD,,2010-07-12,Acquired,XASX,,,,1.000000000,Delisted
0C00000GO4,0P00006WXF,SGW,ASX,AUD,,,AU000000SGW6,1983-05-05,0,,ST00000001,,D,1,,,E0AUS00D5G,,2010-04-29,Other events,XASX,,,,1.000000000,Delisted
0C00000GTZ,0P0000VVK3,TAHHB,ASX,AUD,,,AU0000TAHHB9,2012-03-23,0,,ST00000002,(no min.) Notes 2012-22.3.37Floating Rate/Called for Red.on 22.03.17 at 100%,D,0,,,F00000O4CJ,,2017-04-05,Redemption,XASX,,,,1.000000000,Delisted
0C00000GTZ,0P0000VZ55,TA8,ASX,AUD,,,AU000000TA80,2011-06-06,0,,ST00000001,,D,0,,,F00000O6UH,,2016-09-16,Other events,XASX,,,,1.000000000,Delisted
0C00000H3K,0P00006X0T,SXY,ASX,AUD,,,AU000000SXY7,1984-08-15,0,,ST00000001,,D,1,0,,E0AUS01R03,,2022-04-04,Other events,XASX,,,,1.000000000,Delisted
0C00000H8P,0P00009Y1U,BMB,ASX,AUD,,,AU000000BMB4,1996-04-19,0,,ST00000001,,D,1,0,,E0AUS00UVS,,2015-05-28,Other events,XASX,,,,1.000000000,Delisted
0C00000I1T,0P0000USP1,EVR,ASX,AUD,,,AU000000EVR5,2011-12-06,1,1.000000000,ST00000001,Shs Chess Depository Interests Repr 1 Shs,D,0,0,,F00000NEX1,,2016-12-20,Other events,XASX,,,,1.000000000,Delisted
0C00000I8L,0P00006WQ0,MOE,ASX,AUD,,,AU000000MOE1,1970-01-01,1,5.000000000,ST00000001,GDR,D,0,,,E0AUS04C6M,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000IAX,0P0000SGYG,AQG,ASX,AUD,,,AU000000AQG6,2011-02-07,1,1.000000000,ST00000001,DR,D,0,0,,F00000M08R,,2020-09-21,Other events,XASX,,,,1.000000000,Delisted
0C00000ICG,0P0001CBDE,KLA,ASX,AUD,,,AU000000KLA9,2017-11-30,1,1.000000000,ST00000001,Chess Depository Interest,D,0,,,F00000ZTQ9,,2022-02-10,Other events,XASX,,,,1.000000000,Delisted
0C00000IEI,0P00006W8P,AVM,ASX,AUD,,,AU000000AVM4,1993-11-24,1,1.000000000,ST00000001,DR,D,0,,,E0AUS01DP1,,2012-03-19,Acquired,XASX,,,,1.000000000,Delisted
0C00000IGA,0P00006WH0,EQN,ASX,AUD,,,AU000000EQN4,1994-09-02,1,1.000000000,ST00000001,DR,D,0,,,E0AUS04AQA,,2014-09-25,Acquired,XASX,,,,1.000000000,Delisted
0C00000ILC,0P0000P8GC,VTA,ASX,AUD,,,AU000000VTA9,,1,1.000000000,ST00000001,ADR,D,0,,,F00000J8N6,,2012-12-19,Privatization,XASX,,,,1.000000000,Delisted
0C00000ILN,0P0000SCOD,BNC,ASX,AUD,,,AU000000BNC0,2011-01-27,1,1.000000000,ST00000001,CDR,D,0,0,,F00000LY8U,,2016-09-16,Other events,XASX,,,,1.000000000,Delisted
0C00000INE,0P00006WDC,CGX,ASX,AUD,,,AU000000CGX8,1991-04-11,0,,ST00000001,,D,0,,,E0AUS00CJQ,,2013-01-20,Acquired,XASX,,,,1.000000000,Delisted
0C00000ING,0P00006X1W,WSA,ASX,AUD,,,AU000000WSA9,2000-07-28,0,,ST00000001,,D,0,0,,E0AUS04BVW,,2022-06-22,Other events,XASX,,,,1.000000000,Delisted
0C00000JE8,0P0001BV4D,AM3,ASX,AUD,,,AU000000AM38,2016-12-22,1,1.000000000,ST00000001,Shs Chess Depository Interests Repr 1 Sh,D,0,,,F00000ZO1U,,2019-10-17,Other events,XASX,,,,1.000000000,Delisted
0C00000JL1,0P0001OY5S,PXXO,ASX,AUD,,,AU0000215881,2022-04-28,0,,ST00000008,Warrants (06/11/2023),D,0,,,F00001DT8G,,2023-11-01,Other events,XASX,,,,,Delisted
0C00000JOW,0P0001SJRM,PGYO,ASX,AUD,,,AU0000324154,2024-03-07,0,,ST00000008,Warrants (25/08/2025),D,0,,,F00001JX9M,,2025-08-19,Other events,XASX,,,,,Delisted
0C00000JYQ,0P0001SLMM,MIOO,ASX,AUD,,,AU0000323883,2024-03-18,0,,ST00000008,Warrants (27/09/2025),D,0,,,F00001K4B9,,2025-09-22,Other events,XASX,,,,,Delisted
0C00000JYQ,0P0001VS7V,MIOOA,ASX,AUD,,,AU0000397671,2025-06-19,0,,ST00000008,Warrants (25/06/2027),D,0,,,F00001QVLM,,2025-07-08,Other events,XASX,,,,,Delisted
0C00000JYQ,0P0001WOZD,MIOOB,ASX,AUD,,,AU0000401150,2025-07-09,0,,ST00000008,Warrants (05/08/2027),D,0,,,F00001RQNC,,2025-08-14,Other events,XASX,,,,,Delisted
0C00000K10,0P0000RXMH,MDO,ASX,AUD,,,AU000000MDO3,2010-12-07,1,1.000000000,ST00000001,Shs CHESS Depositary Interests repr 1 Sh,D,0,0,,F00000LMMP,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000K46,0P0000P8GB,BEZ,ASX,AUD,,,AU000000BEZ0,2010-02-05,1,1.000000000,ST00000001,DR,D,0,0,,F00000J8N5,,2015-08-31,Other events,XASX,,,,1.000000000,Delisted
0C00000K76,0P0000RVVC,PVM,ASX,AUD,,,AU000000PVM2,2010-12-03,0,,ST00000001,,D,0,0,,F00000LLH6,,2014-02-11,Acquired,XASX,,,,1.000000000,Delisted
0C00000KJS,0P0000ZR9A,LLO,ASX,AUD,,,AU000000LLO8,2013-06-07,1,1.000000000,ST00000001,DR,D,0,,,F00000QK9W,,2024-08-09,Other events,XASX,,,,1.000000000,Delisted
0C00000L5I,0P00006XTB,ONT,ASX,AUD,,,AU000000ONT7,2005-03-11,0,,ST00000001,,D,0,0,,F0000001H3,,2021-12-03,Other events,XASX,,,,1.000000000,Delisted
0C00000L5J,0P00006XTC,ACB,ASX,AUD,,,AU000000ACB7,2006-05-19,0,,ST00000001,,D,0,0,,F0000001H2,,2023-11-09,Other events,XASX,,,,1.000000000,Delisted
0C00000L5J,0P0001OM4T,ACBO,ASX,AUD,,,AU0000209322,2022-03-02,0,,ST00000008,Warrants (15/03/2024),D,0,,,F00001DKQY,,2023-11-09,Other events,XASX,,,,,Delisted
0C00000L5K,0P00006W6F,ABS,ASX,AUD,,,AU000000ABS3,2001-03-21,0,,ST00000001,,D,1,,,E0AUS01D86,,2010-03-04,Other events,XASX,,,,1.000000000,Delisted
0C00000L5L,0P00006W6G,AGZ,ASX,AUD,,,AU000000AGZ7,1993-08-23,0,,ST00000001,,D,1,,,E0AUS01CXY,,2014-09-25,Acquired,XASX,,,,1.000000000,Delisted
0C00000L5M,0P00006W6H,AIE,ASX,AUD,,,AU000000AIE8,1992-04-30,0,,ST00000001,,D,1,0,,E0AUS01IWW,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000L5O,0P00006W6I,STG,ASX,AUD,,,AU000000STG2,1999-09-02,0,,ST00000001,,D,0,,,E0AUS0124B,,2012-02-13,Other events,XASX,,,,1.000000000,Delisted
0C00000L5P,0P00006W6J,ABB,ASX,AUD,,,AU000000ABB9,2002-07-22,0,,ST00000001,Shs Class B,D,1,0,,E0AUS01PNH,,2014-09-25,Consolidation/Exchange,XASX,,,,1.000000000,Delisted
0C00000L5R,0P00006W6K,CGG,ASX,AUD,,,AU000000CGG3,1992-01-02,0,,ST00000001,,D,1,,,E0AUS01LA1,,2011-01-17,Acquired,XASX,,,,1.000000000,Delisted
0C00000L5S,0P00006W6L,AED,ASX,AUD,,,AU000000AED9,2005-05-03,0,,ST00000001,,D,1,0,,E0AUS04E0X,,2015-12-30,Other events,XASX,,,,1.000000000,Delisted
0C00000L5T,0P00006W6M,AFT,ASX,AUD,,,AU000000AFT2,1992-01-16,0,,ST00000001,,D,1,0,,E0AUS04C9L,,2020-10-01,Other events,XASX,,,,1.000000000,Delisted
0C00000L5U,0P0000VVJY,AGLHA,ASX,AUD,,,AU0000AGLHA0,2012-05-04,0,,ST00000002,(no min.) Notes 2012-8.6.39 Floating Rate Unsec.Subord.,D,0,,,F00000O4CE,,2020-01-16,Other events,XASX,,,,1.000000000,Delisted
0C00000L5V,0P00006W6N,AHC,ASX,AUD,,,AU000000AHC4,1988-03-24,0,,ST00000001,,D,1,0,,E0AUS01NSX,,2013-12-23,Matured,XASX,,,,1.000000000,Delisted
0C00000L5Y,0P0000AKE1,AMP,NZE,NZD,,,AU000000AMP6,1998-06-15,0,,ST00000001,,D,0,,,E0AUS010YY,,2022-02-07,Other events,XNZE,,,,1.000000000,Delisted
0C00000L5Y,0P00011JTX,AMPHA,ASX,AUD,,,AU0000AMPHA9,2013-12-19,0,,ST00000002,(no min.) Notes 2013-18.12.23 Floating Rate Unsec. Subord.,D,0,,,F00000S9QM,,2020-01-16,Other events,XASX,,,,1.000000000,Delisted
0C00000L5Y,0P00017K9M,AMPPA,ASX,AUD,,,AU0000AMPPA2,1998-06-15,0,,ST00000002,(no min.) Capital Notes 2015-Without Fixed Maturity Man. Conv. on 22.12.23,D,0,,,F00000WX8F,,2024-01-11,Other events,XASX,,,,1.000000000,Delisted
0C00000L61,0P0001Q6LE,AHFDB,ASX,AUD,,,AU0000254187,2022-12-01,0,,ST00000001,,D,0,,,F00001ET7F,,2022-12-07,Other events,XASX,,,,,Delisted
0C00000L62,0P0000CAH3,APN,NZE,NZD,,,AU0000279853,2004-06-21,0,,ST00000001,,D,0,,,E0AUS00M1S,,2017-02-21,Other events,XNZE,,,,1.000000000,Delisted
0C00000L63,0P00006XTH,APD,ASX,AUD,,,AU000000APD5,2005-06-23,0,,ST00000001,,D,0,0,,F0000001GX,,2021-08-18,Other events,XASX,,,,1.000000000,Delisted
0C00000L66,0P00006W6W,ASZ,ASX,AUD,,,AU000000ASZ2,2000-01-10,0,,ST00000001,,D,1,1,,E0AUS01J6E,,2016-12-23,Other events,XASX,,,,1.000000000,Delisted
0C00000L68,0P00006W6X,AVJ,ASX,AUD,,,AU000000AVJ0,1994-01-27,0,,ST00000001,,D,1,1,,E0SGP00KG4,,2025-08-18,Other events,XASX,,,,1.000000000,Delisted
0C00000L69,0P00006XTJ,AVT,ASX,AUD,,,AU000000AVT9,1994-10-18,1,1.000000000,ST00000001,GDR,D,0,,,F0000001GV,,2012-04-01,Other events,XASX,,,,1.000000000,Delisted
0C00000L6A,0P00006W6Y,AWB,ASX,AUD,,,AU000000AWB5,2001-08-21,0,,ST00000001,,D,1,,,E0AUS01DOF,,2010-11-19,Acquired,XASX,,,,1.000000000,Delisted
0C00000L6B,0P00006W6Z,AXA,ASX,AUD,,,AU000000AXA5,1996-10-01,0,,ST00000001,,D,1,0,,E0AUS00W8B,,2011-03-22,Acquired,XASX,,,,1.000000000,Delisted
0C00000L6C,0P0001MH7P,MRDOB,ASX,AUD,,,AU0000128332,2020-12-21,0,,ST00000008,Warrants (30/11/2022),D,0,,,F00001728Y,,2022-11-25,Other events,XASX,,,,,Delisted
0C00000L6D,0P0000PU1O,CLF,ASX,AUD,,,AU000000ALR4,1987-08-25,0,,ST00000001,,D,1,1,,F00000JPWJ,,2021-04-01,Dissolution of Company,XASX,Closed End Fund,,,1.000000000,Delisted
0C00000L6E,0P00006XTL,AII,ASX,AUD,,,AU000000AII9,2005-04-08,0,,ST00000001,,D,1,,,F0000001GS,,2014-09-25,Acquired,XASX,,,,1.000000000,Delisted
